产品类别,标题,价格,店铺,用户,评论内容,SKU,评论日期,购买地
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***H,无论材质还是做工都超出了预期，超值，用起来也很好看哦。卖家发货也比预计提早了很多，还会再来。买吧，不会后悔的哦！全五分。,包安装|6年质保,安徽,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,欢***歌,看起来还行吧，不过性价比不高，这个价钱这个配置应该是900多久可以拿到吧，买了之后才对比出来的，之前买的时候就是无脑相信京东，买回来后感觉不值,包安装|6年质保,河北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***s,马桶现在还没安装，但是重量很重，釉面比较好。,包安装|6年质保,江西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,一***i,选了很久，一出众筹就看好了这一款，期待着房子装好把马桶装上，真不错！功能都是想要的，没有鸡肋，没有看不惯，颜值也完全在线。座圈加热最受欢迎！,包安装|6年质保,山东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,醉***泪,好想要这双眼睛的眼膜噢呜呜好好看的眼珠子呜呜太喜欢这个造型呜呜小公主太喜欢这件事抓狂啊太想买这条热一热我也太快乐我好喜欢这种类型哦笑起来超迷人呀打心眼内好看吧喜欢看这样穿着就更喜欢的节目吧哈好好看呢很好看,包安装|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***e,这款马桶的质量不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错,包安装|6年质保,广东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,7***a,轻质能，颜值高。外观漂亮,包安装|6年质保,山西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***a,这款产品是我在网上千挑万选选出来的，一个比较出众的品类中的产品，然后我觉得呢，对于智能马桶而言，像这样的马桶是非常智能的,包安装|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***c,坐便质量不错，可以的，性价比还行,包安装|6年质保,山西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,3***3,朋友推荐买智能马桶的，确实挺好的。产品外观漂亮，早就想买智能马桶了。,包安装|6年质保,重庆,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,u***q,马桶不错，双十一前看了好多，最终选了这个，还挺好的，京东京造可以~买到了心仪的商品，物美价廉，质量绝佳。物流迅速，商家服务周到，售后无忧。,包安装|6年质保,广东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,水***o,"好用。。冲水反映灵敏。。声音小。。,冲水声音太大了。。。吵。。。。。",免费安装拆旧机|6年质保,河北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,l***_,京东购物体验太棒了！商品质量上乘，物流速度飞快，让我感受到了前所未有的便捷。这次购物让我对京东更加相信，以后还会继续光顾。给京东点赞，万能的好评送上！,包安装|6年质保,天津,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***x,小白鲸2.0体验感极差，老年人根本无法使用，脚感不适合老年人,包安装|6年质保,海外,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,杨***8,京东京造智能马桶，挺好的吧。这次家具建材全部使用京东京造品牌。好牌子，好放心，超智能。但是安装让我催了快一个星期，实在等不了，从外面请的师傅安装。,包安装|6年质保,河南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,u***n,可以可以就是声音大 冲力很强劲 2。0的,包安装|6年质保,陕西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,孙***1,马桶安装完毕，使用正常，相信京东京造的品质。,包安装|6年质保,山东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,p***2,无论材质还是做工都超出了预期，超值，穿起来也很好看哦。卖家发货也比预计提早了很多，还会再来。买吧，不会后悔的哦！全五分。,包安装|6年质保,福建,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,小***影,京东自营的东西，京东京造的感觉质量比较有保证，因为楼层高点，所以买了自带水箱的，还没开始用，期待使用后的效果，颜值不错。,包安装|6年质保,河北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,皮***咪,还行。待后期使用满意再买两个马桶。希望一切正常。不知道如何才能安装到靠后边墙壁。目前离后面间隙5-6cm。希望使用没有问题。不知道如何靠墙,包安装|6年质保,四川,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,p***3,不错，很好，要是有脚踢翻盖就更好了,包安装|6年质保,黑龙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,x***c,两个卫生间都用了这款轻智能马桶，众筹时买的。新房装修好已经过了半年，还好没有让我失望。完美符合要求。,包安装|6年质保,河南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,y***1,马桶看起来挺不错的 样子还不错 看了下有独立水箱 冲水应该没问题了 其他的加热等没测试 等条件允许安装 那就再来评价吧 总体满意的,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,马***生,马桶很好看，用着不错，很喜欢，安装师傅是专业的人很好。,免费安装拆旧机|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,柒***迦,刚刚打开。一会儿师傅上门来安装，虽然是自营，京造当然是自营，但是从厂家发货，所以特别着急的留意一下，并不是次日达，相比其他大牌子，性价比更高一些,包安装|6年质保,辽宁,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,x***0,刚开始用，不知道效果如何，至少没有过敏。连上办办很讨厌，准备用了有效果再来评价。刚开始用，不知道效果如何，至少没有过敏。连上办办很讨厌，准备用了有效果再来评价,包安装|6年质保,北京,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,不***h,安好了，买了俩台马桶。就看后续使用效果如何了,包安装|6年质保,湖南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,u***b,超级爱这个马桶，颜值杠杠的，大爱京东京造。。。。。。,包安装|6年质保,河北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,无***款,挺好的，商品还是不错的，安装体验不好,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,5***k,我相信 我选择 商品物美价廉  配送速度快 还有价保机制 这是我选择京东的原因,包安装|6年质保,四川,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,清***月,非常非非常非常的喜欢，我非常喜欢这个马桶，真的非常喜欢,包安装|6年质保,新疆,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,琴***蓝,使用了几次才过来评价，真心不错，质量也很好，值得购买，非常信任京东京造品质，买了很多京造的东西。,包安装|6年质保,天津,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,u***b,用了一下还可以，效果还不错，特别是加热功能。,包安装|6年质保,湖南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,人***客,安装上了，等两天试试，颜值还行,包安装|6年质保,山西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,唐***濛,开始安装师傅没有按照标准收费，多收我费用，反馈后完美解决！目前用着没啥问题。,包安装|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,p***j,很不错，用几天看看效果如何。,包安装|6年质保,山东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,宜***茶,好评，但是不是我想要的，因为没有冲屁屁功能。退货退款后再换一台,包安装|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,王***好,脚踢冲水功能无敌，再也不用弯腰按了。喜欢。,包安装|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,张***宸,冲力大，颜值高,包安装|6年质保,吉林,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***z,更换了一个智能马桶🚽，京东自由品牌，值得尝试,免费安装拆旧机|6年质保,江西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***己,冲水很快很好看！！吧,包安装|6年质保,河北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,实***思,刚装好，很满意，一如既往的好，拆旧免费，很不错。不愧是京造的产品，后续使用再来评价。,免费安装拆旧机|6年质保,陕西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,两***呐,马桶使用效果非常好！,包安装|6年质保,河北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,踏***r,京东京造的马桶特别棒！体验感受特别好！外形也特别美观！十分满意,免费安装拆旧机|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,W***N,不确定水压是不是能装，最后选了水箱版，已安装，看着还可以吧。,包安装|6年质保,福建,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,e***j,第二次购入京东京造的物品，质量一如既往的好，客服也是尽力尽快解决我遇到的问题，点赞👍,包安装|6年质保,河南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,M***a,2个卫生间的厕所都放了这个，不错的,包安装|6年质保,广东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,大***9,宝贝收到，物流很快，描述相符，比较满意，好评，推荐~,包安装|6年质保,天津,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,千***弃,很满意的一次购物很棒质感很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好,包安装|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,T***王,马桶还是挺不错的，一千多点的价格还要啥自行车,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,5***t,比家里之前的马桶好用很多,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,江***胖,马桶整体不错，就是等待发货的时间有点长,包安装|6年质保,河南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,七***喵,此款带水箱，零水压可用,包安装|6年质保,广西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,w***s,这款马桶非常值得推荐。,包安装|6年质保,陕西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,u***k,今天到货，还没使用，用过后在评价,包安装|6年质保,北京,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,王***6,功能够用，外观美丽,包安装|6年质保,福建,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,王***6,功能够用，外观美丽,包安装|6年质保,福建,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***g,挺好的，就是买的时候没注意没有感应开盖,包安装|6年质保,湖北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***s,目前看着不错，颜值高，慢慢用用试试怎么样。,包安装|6年质保,山东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***晖,观感质量较好，性能满足要求,包安装|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***6,先给客卫买了一个，用着还不错，又接着给主卫买了一个,包安装|6年质保,陕西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,正***软,坐垫会小幅度晃动,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,白***蒜,还没有开始用，安装上去看着不错,包安装|6年质保,河南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***m,非常漂亮的一款马桶，等具备条件安装,包安装|6年质保,河北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***f,可以，马桶不错,包安装|6年质保,四川,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,落***泪,不能自动翻盖，差评,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,X***X,用着还可以，肚皮非常值得买,包安装|6年质保,河南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,睡***恼,不错，不错，到货安装的很快，颜值很高,包安装|6年质保,北京,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,幽***8,送货很快，质量看着不错，非常喜欢，推荐大家购买，价格也很划算，隔日达，送货上门，服务好，价格优惠，Good，大家可以优先考虑,包安装|6年质保,河南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,l***n,颜值高，客服服务好，安装认真,包安装|6年质保,云南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,u***m,请的安装师傅不咋地，总想糊弄事🙂‍↔️,包安装|6年质保,广东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***7,师傅按完了，服务态度很满意,包安装|6年质保,内蒙古,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***m,东西非常不错，安装迅速，东西颜值也高，非常喜欢,包安装|6年质保,内蒙古,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***t,外观大气好用好评,包安装|6年质保,山西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,u***4,性价比比起其它品牌还是很不错,包安装|6年质保,陕西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,跳***娃,建议主图上写个大大的没有冲屁股功能！坑,包安装|6年质保,北京,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,Z***9,"马桶不错，安装师傅专业,此用户未填写评价内容",包安装|6年质保,河北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,C***_,外形冲力都挺好的，,包安装|6年质保,内蒙古,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,这***力,正常功能用着还不错，就是唯独脚踢开关，洗澡的时候只要有水碰到，就会自动冲水，好尬的，当时在选激光就担心这个问题，结果电容的也有，脚踢开关也关闭不了，入手轻智能需要考虑到这个问题。,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,小***戌,刚装完，还没有开始使用，等入住使用一段时间再来补,包安装|6年质保,江西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,A***v,已安装好，目前还开始没有使用，价格也实惠,包安装|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,f***s,质量很好，安装迅速,免费安装拆旧机|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,孔***逼,"每次拉粑粑都挂壁，不推荐……,实用性很强。京东物流一如既往神速，下单次日即达，包裹严实无破损。客服解答专业耐心，售后保障令人安心。使用体验极佳，性价比高，家人/朋友都赞不绝口！会继续关注店铺新品，感谢京东带来省心优质的购物体验，强烈推荐给需要的朋友！",包安装|6年质保,山西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,星***语,非常不错的京造产品，没有毛病，超级喜欢，家人很喜欢,包安装|6年质保,山东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,你***2,中间换了两次，还好最后解决了,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,要***趣,很大  但是不能没有电池 必须链接电池才能停电冲水  不实际   纯文字游戏,包安装|6年质保,山西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,榴***油,马桶很重，质量不错，送货上门安装，服务不错但是停电冲水功能有限制，其他挺好的！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,包安装|6年质保,山东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***4,安装快，服务好,包安装|6年质保,安徽,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,小***2,不错，好评，活动购买，比较实惠,包安装|6年质保,河北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,c***i,好看实用，安装师傅也负责,包安装|6年质保,湖南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,u***h,这次购物太满意了，商品性价比超高，质量上乘。物流高效，商家服务贴心，售后无忧。,包安装|6年质保,宁夏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,霏***草,下次一定下次一定下次一定,包安装|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,定***眸,很不错，很好，下次还会购买，太好了。  总的来说，还可以，我的评价供大家参考借鉴，根据自己情况。。。。 好评了，好评了，好评了，好评了，好评了，好评了，好评了，好评了，好评了，好评了，好评了，好评了，好评了，好评了,包安装|6年质保,浙江,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,l***a,商品现在看起来不错，打完玻璃胶后需要等待两天才能正常使用。,包安装|6年质保,湖北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***车,师傅安装很专业，好评。产品也很好。,包安装|6年质保,广东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,2***1,服务一流，质量好，京东自己的品牌值得信赖,包安装|6年质保,山西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,西***月,不得不说，这价格能有这样的质量，真是让我又惊又喜，以后还来这家买！,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,冰***活,产品好 但贴墙失败,包安装|6年质保,新疆,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,叶***飞,马桶不错，一直相信京东京造得产品！,包安装|6年质保,陕西,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***k,已经安装好了，试用一下挺满意的！,包安装|6年质保,内蒙古,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***o,质量很差   不值这个价   以后一定要买 大牌子的,包安装|6年质保,河北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,x***j,目前看还挺好。用着感觉不错。,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,A***丁,东西不错，值得推荐，安装师傅也很专业，问题回答释疑也很专业！,包安装|6年质保,上海,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,二***宝,送货快安装迅速 师傅很负责 很满意,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,u***6,京东自营产品是我第一选择，只要京东自营有的都会在这里买，没有才去其他地方选择,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,女***s,安装很好上门快,包安装|6年质保,河南,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,我***灬,非常满意。做工好。,免费安装拆旧机|6年质保,四川,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,2***u,京东京造的质量不错，想要的功能都有，值得购买！,包安装|6年质保,江苏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,木***神,看起来不错，师傅安装的也很好,包安装|6年质保,北京,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,晓***龚,非常不错很好用,包安装|6年质保,新疆,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***r,今天刚到才安装好目前从外观看着还不错还为使用使用后会追评,免费安装拆旧机|6年质保,西藏,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,j***5,真的挺好的，相信京东造，,包安装|6年质保,山东,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,呱***爹,东西很喜欢，质量也很好的，这个价格能买到是真的很划算很好很好很好很好很好很好很好很好很好,包安装|6年质保,湖北,
智能马桶,京东京造小白鲸W2.0轻智能马桶一体机 无水压限制带水箱坐便器5倍冲力,1119.2,京东京造自营官方旗舰店,d***g,家里的第二个了，最基础的功能就够了,包安装|6年质保,广东,
